"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD";"GEO_OBJECT"
"GEO";"Géographie";"387";"Essarts-en-Bocage";"AAV2020"
"GEO";"Géographie";"402";"Le Cateau-Cambrésis";"AAV2020"
"GEO";"Géographie";"417";"Givet";"AAV2020"
"GEO";"Géographie";"336";"Paray-le-Monial";"AAV2020"
"GEO";"Géographie";"368";"Wissembourg (partie française)";"AAV2020"
"GEO";"Géographie";"388";"Saint-Yrieix-la-Perche";"AAV2020"
"GEO";"Géographie";"403";"Aubigny-sur-Nère";"AAV2020"
"GEO";"Géographie";"389";"Bar-sur-Aube";"AAV2020"
"GEO";"Géographie";"404";"Saint-Affrique";"AAV2020"
"GEO";"Géographie";"418";"Mortagne-au-Perche";"AAV2020"
"GEO";"Géographie";"433";"Baugé-en-Anjou";"AAV2020"
"GEO";"Géographie";"369";"Surgères";"AAV2020"
"GEO";"Géographie";"434";"Nontron";"AAV2020"
"GEO";"Géographie";"337";"Chantonnay";"AAV2020"
"GEO";"Géographie";"390";"Yssingeaux";"AAV2020"
"GEO";"Géographie";"405";"Cogolin";"AAV2020"
"GEO";"Géographie";"435";"La Souterraine";"AAV2020"
"GEO";"Géographie";"338";"Champagnole";"AAV2020"
"GEO";"Géographie";"370";"Decize";"AAV2020"
"GEO";"Géographie";"391";"Blaye";"AAV2020"
"GEO";"Géographie";"419";"Aubusson";"AAV2020"
"GEO";"Géographie";"406";"Condom";"AAV2020"
"GEO";"Géographie";"436";"Gueugnon";"AAV2020"
"GEO";"Géographie";"371";"Bormes-les-Mimosas";"AAV2020"
"GEO";"Géographie";"392";"Semur-en-Auxois";"AAV2020"
"GEO";"Géographie";"339";"Revel";"AAV2020"
"GEO";"Géographie";"407";"Mazamet";"AAV2020"
"GEO";"Géographie";"420";"La Côte-Saint-André";"AAV2020"
"GEO";"Géographie";"372";"Commercy";"AAV2020"
"GEO";"Géographie";"408";"Chamonix-Mont-Blanc";"AAV2020"
"GEO";"Géographie";"340";"Lavelanet";"AAV2020"
"GEO";"Géographie";"393";"Saint-Chély-d'Apcher";"AAV2020"
"GEO";"Géographie";"437";"Beaurepaire";"AAV2020"
"GEO";"Géographie";"409";"Lillebonne";"AAV2020"
"GEO";"Géographie";"373";"Barbezieux-Saint-Hilaire";"AAV2020"
"GEO";"Géographie";"421";"Aire-sur-l'Adour";"AAV2020"
"GEO";"Géographie";"452";"La Châtre";"AAV2020"
"GEO";"Géographie";"394";"Auray";"AAV2020"
"GEO";"Géographie";"438";"Valdahon";"AAV2020"
"GEO";"Géographie";"410";"Gourdon";"AAV2020"
"GEO";"Géographie";"374";"Tarare";"AAV2020"
"GEO";"Géographie";"453";"Saint-Jean-de-Monts";"AAV2020"
"GEO";"Géographie";"422";"Hauts de Bienne";"AAV2020"
"GEO";"Géographie";"411";"Pouzauges";"AAV2020"
"GEO";"Géographie";"375";"Saint-Vallier";"AAV2020"
"GEO";"Géographie";"395";"Dives-sur-Mer";"AAV2020"
"GEO";"Géographie";"439";"Marennes-Hiers-Brouage";"AAV2020"
"GEO";"Géographie";"454";"Saint-Maixent-l'École";"AAV2020"
"GEO";"Géographie";"423";"Moûtiers";"AAV2020"
"GEO";"Géographie";"412";"Nyons";"AAV2020"
"GEO";"Géographie";"440";"La Réole";"AAV2020"
"GEO";"Géographie";"455";"Mimizan";"AAV2020"
"GEO";"Géographie";"376";"Pont-Saint-Esprit";"AAV2020"
"GEO";"Géographie";"413";"Nogent-sur-Seine";"AAV2020"
"GEO";"Géographie";"441";"Saint-Hilaire-du-Harcouët";"AAV2020"
"GEO";"Géographie";"424";"Jarny";"AAV2020"
"GEO";"Géographie";"456";"Bazas";"AAV2020"
"GEO";"Géographie";"377";"Montpon-Ménestérol";"AAV2020"
"GEO";"Géographie";"414";"Corte";"AAV2020"
"GEO";"Géographie";"470";"Mamers";"AAV2020"
"GEO";"Géographie";"471";"Bort-les-Orgues";"AAV2020"
"GEO";"Géographie";"442";"Montbard";"AAV2020"
"GEO";"Géographie";"457";"Montrichard Val de Cher";"AAV2020"
"GEO";"Géographie";"425";"Ribérac";"AAV2020"
"GEO";"Géographie";"472";"Montdidier";"AAV2020"
"GEO";"Géographie";"443";"Lodève";"AAV2020"
"GEO";"Géographie";"458";"Ciboure";"AAV2020"
"GEO";"Géographie";"444";"Le Pouliguen";"AAV2020"
"GEO";"Géographie";"426";"Delle (partie française)";"AAV2020"
"GEO";"Géographie";"489";"Le Neubourg";"AAV2020"
"GEO";"Géographie";"473";"Migennes";"AAV2020"
"GEO";"Géographie";"459";"Saint-Rémy-de-Provence";"AAV2020"
"GEO";"Géographie";"474";"La Guerche-de-Bretagne";"AAV2020"
"GEO";"Géographie";"490";"Céret";"AAV2020"
"GEO";"Géographie";"445";"Pauillac";"AAV2020"
"GEO";"Géographie";"460";"Saint-Pourçain-sur-Sioule";"AAV2020"
"GEO";"Géographie";"427";"Embrun";"AAV2020"
"GEO";"Géographie";"475";"Rambervillers";"AAV2020"
"GEO";"Géographie";"446";"Tournus";"AAV2020"
"GEO";"Géographie";"461";"Faulquemont";"AAV2020"
"GEO";"Géographie";"508";"Farébersviller";"AAV2020"
"GEO";"Géographie";"428";"Sully-sur-Loire";"AAV2020"
"GEO";"Géographie";"476";"Merville";"AAV2020"
"GEO";"Géographie";"491";"Bapaume";"AAV2020"
"GEO";"Géographie";"462";"Ernée";"AAV2020"
"GEO";"Géographie";"509";"Baccarat";"AAV2020"
"GEO";"Géographie";"447";"La Châtaigneraie";"AAV2020"
"GEO";"Géographie";"429";"Saint-Florentin";"AAV2020"
"GEO";"Géographie";"477";"Le Mené";"AAV2020"
"GEO";"Géographie";"510";"Valgelon-La Rochette";"AAV2020"
"GEO";"Géographie";"463";"La Londe-les-Maures";"AAV2020"
"GEO";"Géographie";"492";"Saint-Tropez";"AAV2020"
"GEO";"Géographie";"448";"Mirecourt";"AAV2020"
"GEO";"Géographie";"430";"Calvi";"AAV2020"
"GEO";"Géographie";"526";"Baud";"AAV2020"
"GEO";"Géographie";"478";"Saint-Éloy-les-Mines";"AAV2020"
"GEO";"Géographie";"511";"Bellac";"AAV2020"
"GEO";"Géographie";"464";"La Tremblade";"AAV2020"
"GEO";"Géographie";"527";"Dieuze";"AAV2020"
"GEO";"Géographie";"479";"Joinville";"AAV2020"
"GEO";"Géographie";"512";"Port-Saint-Louis-du-Rhône";"AAV2020"
"GEO";"Géographie";"493";"Villedieu-les-Poêles-Rouffigny";"AAV2020"
"GEO";"Géographie";"513";"La Flotte";"AAV2020"
"GEO";"Géographie";"480";"Les Andelys";"AAV2020"
"GEO";"Géographie";"545";"Montmirail";"AAV2020"
"GEO";"Géographie";"546";"Langeac";"AAV2020"
"GEO";"Géographie";"547";"Fruges";"AAV2020"
"GEO";"Géographie";"449";"Sainte-Menehould";"AAV2020"
"GEO";"Géographie";"494";"Le Nouvion-en-Thiérache";"AAV2020"
"GEO";"Géographie";"431";"Guer";"AAV2020"
"GEO";"Géographie";"465";"Vouziers";"AAV2020"
"GEO";"Géographie";"514";"Bourbon-Lancy";"AAV2020"
"GEO";"Géographie";"563";"La Charité-sur-Loire";"AAV2020"
"GEO";"Géographie";"481";"Sainte-Marie-aux-Mines";"AAV2020"
"GEO";"Géographie";"548";"Saint-Mihiel";"AAV2020"
"GEO";"Géographie";"528";"Espalion";"AAV2020"
"GEO";"Géographie";"450";"Ham";"AAV2020"
"GEO";"Géographie";"495";"L'Île-Rousse";"AAV2020"
"GEO";"Géographie";"564";"Barcelonnette";"AAV2020"
"GEO";"Géographie";"432";"Vidauban";"AAV2020"
"GEO";"Géographie";"466";"Guise";"AAV2020"
"GEO";"Géographie";"515";"Mauriac";"AAV2020"
"GEO";"Géographie";"549";"Cavalaire-sur-Mer";"AAV2020"
"GEO";"Géographie";"529";"Bagnères-de-Luchon";"AAV2020"
"GEO";"Géographie";"482";"Saint-Valery-en-Caux";"AAV2020"
"GEO";"Géographie";"451";"Le Thillot";"AAV2020"
"GEO";"Géographie";"496";"Mourenx";"AAV2020"
"GEO";"Géographie";"565";"Amplepuis";"AAV2020"
"GEO";"Géographie";"516";"Château-Arnoux-Saint-Auban";"AAV2020"
"GEO";"Géographie";"467";"Le Vigan";"AAV2020"
"GEO";"Géographie";"483";"Hagetmau";"AAV2020"
"GEO";"Géographie";"530";"Gannat";"AAV2020"
"GEO";"Géographie";"550";"Morzine";"AAV2020"
"GEO";"Géographie";"566";"Amélie-les-Bains-Palalda";"AAV2020"
"GEO";"Géographie";"497";"Soustons";"AAV2020"
"GEO";"Géographie";"468";"Die";"AAV2020"
"GEO";"Géographie";"517";"Bitche";"AAV2020"
"GEO";"Géographie";"484";"Neufchâtel-en-Bray";"AAV2020"
"GEO";"Géographie";"551";"Josselin";"AAV2020"
"GEO";"Géographie";"531";"Châteauneuf-du-Faou";"AAV2020"
"GEO";"Géographie";"567";"Quiberon";"AAV2020"
"GEO";"Géographie";"469";"Rostrenen";"AAV2020"
"GEO";"Géographie";"582";"Charolles";"AAV2020"
"GEO";"Géographie";"518";"Argelès-Gazost";"AAV2020"
"GEO";"Géographie";"532";"Chauffailles";"AAV2020"
"GEO";"Géographie";"552";"Charmes";"AAV2020"
"GEO";"Géographie";"498";"Craon";"AAV2020"
"GEO";"Géographie";"485";"Mauléon-Licharre";"AAV2020"
"GEO";"Géographie";"568";"Blancs-Coteaux";"AAV2020"
"GEO";"Géographie";"519";"Casteljaloux";"AAV2020"
"GEO";"Géographie";"583";"Lectoure";"AAV2020"
"GEO";"Géographie";"553";"Thizy-les-Bourgs";"AAV2020"
"GEO";"Géographie";"533";"Pontorson";"AAV2020"
"GEO";"Géographie";"569";"Montoire-sur-le-Loir";"AAV2020"
"GEO";"Géographie";"499";"Égletons";"AAV2020"
"GEO";"Géographie";"520";"Le Pont-de-Beauvoisin";"AAV2020"
"GEO";"Géographie";"486";"Marvejols";"AAV2020"
"GEO";"Géographie";"554";"La Loupe";"AAV2020"
"GEO";"Géographie";"534";"Brienne-le-Château";"AAV2020"
"GEO";"Géographie";"570";"Marckolsheim";"AAV2020"
"GEO";"Géographie";"584";"Revin";"AAV2020"
"GEO";"Géographie";"500";"Poligny";"AAV2020"
"GEO";"Géographie";"521";"Souillac";"AAV2020"
"GEO";"Géographie";"555";"Saint-Satur - Sancerre";"AAV2020"
"GEO";"Géographie";"535";"Brou";"AAV2020"
"GEO";"Géographie";"571";"Bohain-en-Vermandois";"AAV2020"
"GEO";"Géographie";"487";"Melle";"AAV2020"
"GEO";"Géographie";"522";"Forcalquier";"AAV2020"
"GEO";"Géographie";"501";"Bouzonville";"AAV2020"
"GEO";"Géographie";"585";"Morestel";"AAV2020"
"GEO";"Géographie";"556";"Pleslin-Trigavou";"AAV2020"
"GEO";"Géographie";"536";"Saint-Vincent-de-Tyrosse";"AAV2020"
"GEO";"Géographie";"572";"Plateau d'Hauteville";"AAV2020"
"GEO";"Géographie";"523";"Saint-Jean-Pied-de-Port";"AAV2020"
"GEO";"Géographie";"502";"Saint-Palais";"AAV2020"
"GEO";"Géographie";"488";"Confolens";"AAV2020"
"GEO";"Géographie";"557";"Locminé";"AAV2020"
"GEO";"Géographie";"537";"Sarre-Union";"AAV2020"
"GEO";"Géographie";"573";"Carignan";"AAV2020"
"GEO";"Géographie";"524";"Châtillon-sur-Chalaronne";"AAV2020"
"GEO";"Géographie";"586";"Breteuil";"AAV2020"
"GEO";"Géographie";"503";"Le Cheylard";"AAV2020"
"GEO";"Géographie";"558";"Uzerche";"AAV2020"
"GEO";"Géographie";"538";"Pluvigner";"AAV2020"
"GEO";"Géographie";"525";"Saint-Méen-le-Grand";"AAV2020"
"GEO";"Géographie";"574";"Saint-Calais";"AAV2020"
"GEO";"Géographie";"504";"Saint-Chamas";"AAV2020"
"GEO";"Géographie";"587";"Banyuls-sur-Mer";"AAV2020"
"GEO";"Géographie";"559";"Rouffach";"AAV2020"
"GEO";"Géographie";"539";"Argenton-sur-Creuse";"AAV2020"
"GEO";"Géographie";"560";"Gaillon";"AAV2020"
"GEO";"Géographie";"575";"Pons";"AAV2020"
"GEO";"Géographie";"540";"Propriano";"AAV2020"
"GEO";"Géographie";"505";"Lagnieu";"AAV2020"
"GEO";"Géographie";"588";"Saint-Aignan";"AAV2020"
"GEO";"Géographie";"541";"Morhange";"AAV2020"
"GEO";"Géographie";"561";"Longué-Jumelles";"AAV2020"
"GEO";"Géographie";"576";"Blangy-sur-Bresle";"AAV2020"
"GEO";"Géographie";"506";"Gramat";"AAV2020"
"GEO";"Géographie";"589";"Sarrians";"AAV2020"
"GEO";"Géographie";"542";"Thiviers";"AAV2020"
"GEO";"Géographie";"577";"Beuzeville";"AAV2020"
"GEO";"Géographie";"562";"Vervins";"AAV2020"
"GEO";"Géographie";"543";"Eauze";"AAV2020"
"GEO";"Géographie";"578";"Carnac";"AAV2020"
"GEO";"Géographie";"590";"Domfront en Poiraie";"AAV2020"
"GEO";"Géographie";"507";"Condé-en-Normandie";"AAV2020"
"GEO";"Géographie";"544";"Machecoul-Saint-Même";"AAV2020"
"GEO";"Géographie";"579";"Arbois";"AAV2020"
"GEO";"Géographie";"591";"Cours";"AAV2020"
"GEO";"Géographie";"580";"Les Abrets en Dauphiné";"AAV2020"
"GEO";"Géographie";"592";"Mallemort";"AAV2020"
"GEO";"Géographie";"581";"Nonancourt - Saint-Lubin-des-Joncherets";"AAV2020"
"GEO";"Géographie";"593";"Sainte-Sigolène";"AAV2020"
"GEO";"Géographie";"594";"Salies-de-Béarn";"AAV2020"
"GEO";"Géographie";"595";"Sées";"AAV2020"
"GEO";"Géographie";"596";"Chazelles-sur-Lyon";"AAV2020"
"GEO";"Géographie";"597";"Phalsbourg";"AAV2020"
"GEO";"Géographie";"598";"Fayence";"AAV2020"
"GEO";"Géographie";"599";"Argentat-sur-Dordogne";"AAV2020"
"GEO";"Géographie";"600";"Lapalisse";"AAV2020"
"GEO";"Géographie";"601";"Nogaro";"AAV2020"
"GEO";"Géographie";"602";"Villaines-la-Juhel";"AAV2020"
"GEO";"Géographie";"603";"Fumay";"AAV2020"
"GEO";"Géographie";"604";"Forges-les-Eaux";"AAV2020"
"GEO";"Géographie";"605";"Belz";"AAV2020"
"GEO";"Géographie";"606";"Beaumont-de-Lomagne";"AAV2020"
"GEO";"Géographie";"607";"Saint-Fulgent";"AAV2020"
"GEO";"Géographie";"608";"Port-la-Nouvelle";"AAV2020"
"GEO";"Géographie";"609";"Miramont-de-Guyenne";"AAV2020"
"GEO";"Géographie";"610";"Bruyères";"AAV2020"
"GEO";"Géographie";"611";"Reichshoffen";"AAV2020"
"GEO";"Géographie";"612";"Laragne-Montéglin";"AAV2020"
"GEO";"Géographie";"613";"Morcenx-la-Nouvelle";"AAV2020"
"GEO";"Géographie";"614";"Solesmes";"AAV2020"
"GEO";"Géographie";"615";"Cugand-la-Bernardière";"AAV2020"
"GEO";"Géographie";"616";"Vic-Fezensac";"AAV2020"
"GEO";"Géographie";"617";"Modane";"AAV2020"
"GEO";"Géographie";"618";"Lacaune";"AAV2020"
"GEO";"Géographie";"619";"Venarey-les-Laumes";"AAV2020"
"GEO";"Géographie";"620";"Salbris";"AAV2020"
"GEO";"Géographie";"621";"Gourin";"AAV2020"
"GEO";"Géographie";"622";"Mourmelon-le-Grand";"AAV2020"
"GEO";"Géographie";"637";"Peyrehorade";"AAV2020"
"GEO";"Géographie";"638";"Saint-Didier-sur-Chalaronne";"AAV2020"
"GEO";"Géographie";"623";"Bonneval";"AAV2020"
"GEO";"Géographie";"639";"Maubourguet";"AAV2020"
"GEO";"Géographie";"624";"Le Lude";"AAV2020"
"GEO";"Géographie";"640";"Saint-Jean-de-Bournay";"AAV2020"
"GEO";"Géographie";"625";"La Voulte-sur-Rhône";"AAV2020"
"GEO";"Géographie";"641";"Saint-Amour";"AAV2020"
"GEO";"Géographie";"626";"Saint-Loup-sur-Semouse";"AAV2020"
"GEO";"Géographie";"642";"Saint-Père-en-Retz";"AAV2020"
"GEO";"Géographie";"627";"Dompierre-sur-Besbre";"AAV2020"
"GEO";"Géographie";"643";"Isigny-sur-Mer";"AAV2020"
"GEO";"Géographie";"628";"Sommières";"AAV2020"
"GEO";"Géographie";"644";"Bar-sur-Seine";"AAV2020"
"GEO";"Géographie";"629";"Étain";"AAV2020"
"GEO";"Géographie";"645";"Aime-la-Plagne";"AAV2020"
"GEO";"Géographie";"630";"Cany-Barville";"AAV2020"
"GEO";"Géographie";"646";"Niederbronn-les-Bains";"AAV2020"
"GEO";"Géographie";"631";"Sillé-le-Guillaume";"AAV2020"
"GEO";"Géographie";"647";"Durtal";"AAV2020"
"GEO";"Géographie";"632";"L'Île-d'Yeu";"AAV2020"
"GEO";"Géographie";"648";"Luneray";"AAV2020"
"GEO";"Géographie";"633";"Salins-les-Bains";"AAV2020"
"GEO";"Géographie";"649";"Saint-Georges-de-Reneins";"AAV2020"
"GEO";"Géographie";"634";"Cerizay";"AAV2020"
"GEO";"Géographie";"650";"Steenvoorde";"AAV2020"
"GEO";"Géographie";"635";"Varennes-sur-Allier";"AAV2020"
"GEO";"Géographie";"651";"Saint-Laurent-Nouan";"AAV2020"
"GEO";"Géographie";"636";"Gorron";"AAV2020"
"GEO";"Géographie";"652";"Culoz-Béon";"AAV2020"
"GEO";"Géographie";"656";"Malestroit";"AAV2020"
"GEO";"Géographie";"653";"Brionne";"AAV2020"
"GEO";"Géographie";"657";"Bouxwiller";"AAV2020"
"GEO";"Géographie";"654";"Mirande";"AAV2020"
"GEO";"Géographie";"658";"Lessay";"AAV2020"
"GEO";"Géographie";"674";"Saint-Venant";"AAV2020"
"GEO";"Géographie";"659";"Bouchain";"AAV2020"
"GEO";"Géographie";"655";"Mazères";"AAV2020"
"GEO";"Géographie";"675";"Le Bar-sur-Loup";"AAV2020"
"GEO";"Géographie";"660";"Suippes";"AAV2020"
"GEO";"Géographie";"676";"Le Pouzin";"AAV2020"
"GEO";"Géographie";"661";"Tartas";"AAV2020"
"GEO";"Géographie";"662";"Fessenheim";"AAV2020"
"GEO";"Géographie";"LAU";"Lausanne (partie française)";"AAV2020"
"GEO";"Géographie";"677";"Saint-Geours-de-Maremne";"AAV2020"
"GEO";"Géographie";"663";"Plancoët";"AAV2020"
"GEO";"Géographie";"LUX";"Luxembourg (partie française)";"AAV2020"
"GEO";"Géographie";"664";"Castets";"AAV2020"
"GEO";"Géographie";"678";"Chaulnes";"AAV2020"
"GEO";"Géographie";"MON";"Monaco - Menton (partie française)";"AAV2020"
"GEO";"Géographie";"665";"Tarascon-sur-Ariège";"AAV2020"
"GEO";"Géographie";"SAR";"Sarrebruck (partie française)";"AAV2020"
"GEO";"Géographie";"679";"Montreuil-sur-Mer";"AAV2020"
"GEO";"Géographie";"666";"Moréac";"AAV2020"
"GEO";"Géographie";"13201";"Marseille 1er Arrondissement";"ARM"
"GEO";"Géographie";"667";"Broons";"AAV2020"
"GEO";"Géographie";"13202";"Marseille 2e Arrondissement";"ARM"
"GEO";"Géographie";"680";"Flamanville";"AAV2020"
"GEO";"Géographie";"13215";"Marseille 15e Arrondissement";"ARM"
"GEO";"Géographie";"13216";"Marseille 16e Arrondissement";"ARM"
"GEO";"Géographie";"13203";"Marseille 3e Arrondissement";"ARM"
"GEO";"Géographie";"668";"Tréguier";"AAV2020"
"GEO";"Géographie";"69381";"Lyon 1er Arrondissement";"ARM"
"GEO";"Géographie";"669";"Méaulte";"AAV2020"
"GEO";"Géographie";"681";"Val-d'Isère";"AAV2020"
"GEO";"Géographie";"13204";"Marseille 4e Arrondissement";"ARM"
"GEO";"Géographie";"69382";"Lyon 2e Arrondissement";"ARM"
"GEO";"Géographie";"670";"Chablis";"AAV2020"
"GEO";"Géographie";"682";"Villers-la-Montagne";"AAV2020"
"GEO";"Géographie";"69383";"Lyon 3e Arrondissement";"ARM"
"GEO";"Géographie";"13205";"Marseille 5e Arrondissement";"ARM"
"GEO";"Géographie";"671";"Saint-Étienne-de-Saint-Geoirs";"AAV2020"
"GEO";"Géographie";"69384";"Lyon 4e Arrondissement";"ARM"
"GEO";"Géographie";"672";"Saint-Julien-du-Sault";"AAV2020"
"GEO";"Géographie";"9D1";"Saint-Denis";"AAV2020"
"GEO";"Géographie";"13206";"Marseille 6e Arrondissement";"ARM"
"GEO";"Géographie";"69385";"Lyon 5e Arrondissement";"ARM"
"GEO";"Géographie";"673";"Soultz-sous-Forêts";"AAV2020"
"GEO";"Géographie";"75109";"Paris 9e Arrondissement";"ARM"
"GEO";"Géographie";"69386";"Lyon 6e Arrondissement";"ARM"
"GEO";"Géographie";"9D2";"Saint-Pierre - Le Tampon";"AAV2020"
"GEO";"Géographie";"75110";"Paris 10e Arrondissement";"ARM"
"GEO";"Géographie";"13207";"Marseille 7e Arrondissement";"ARM"
"GEO";"Géographie";"69387";"Lyon 7e Arrondissement";"ARM"
"GEO";"Géographie";"75111";"Paris 11e Arrondissement";"ARM"
"GEO";"Géographie";"9D3";"Le Port";"AAV2020"
"GEO";"Géographie";"13208";"Marseille 8e Arrondissement";"ARM"
"GEO";"Géographie";"69388";"Lyon 8e Arrondissement";"ARM"
"GEO";"Géographie";"75112";"Paris 12e Arrondissement";"ARM"
"GEO";"Géographie";"69389";"Lyon 9e Arrondissement";"ARM"
"GEO";"Géographie";"75113";"Paris 13e Arrondissement";"ARM"
"GEO";"Géographie";"9D4";"Saint-Paul";"AAV2020"
"GEO";"Géographie";"13209";"Marseille 9e Arrondissement";"ARM"
"GEO";"Géographie";"75101";"Paris 1er Arrondissement";"ARM"
"GEO";"Géographie";"75114";"Paris 14e Arrondissement";"ARM"
"GEO";"Géographie";"023";"Saint-Quentin";"ARR"
"GEO";"Géographie";"9D5";"Saint-Louis";"AAV2020"
"GEO";"Géographie";"13210";"Marseille 10e Arrondissement";"ARM"
"GEO";"Géographie";"024";"Soissons";"ARR"
"GEO";"Géographie";"75115";"Paris 15e Arrondissement";"ARM"
"GEO";"Géographie";"75102";"Paris 2e Arrondissement";"ARM"
"GEO";"Géographie";"75116";"Paris 16e Arrondissement";"ARM"
"GEO";"Géographie";"75103";"Paris 3e Arrondissement";"ARM"
"GEO";"Géographie";"9D6";"Saint-Benoît";"AAV2020"
"GEO";"Géographie";"13211";"Marseille 11e Arrondissement";"ARM"
"GEO";"Géographie";"025";"Vervins";"ARR"
"GEO";"Géographie";"75117";"Paris 17e Arrondissement";"ARM"
"GEO";"Géographie";"75104";"Paris 4e Arrondissement";"ARM"
"GEO";"Géographie";"9D7";"Salazie";"AAV2020"
"GEO";"Géographie";"13212";"Marseille 12e Arrondissement";"ARM"
"GEO";"Géographie";"75118";"Paris 18e Arrondissement";"ARM"
"GEO";"Géographie";"031";"Montluçon";"ARR"
"GEO";"Géographie";"75105";"Paris 5e Arrondissement";"ARM"
"GEO";"Géographie";"75119";"Paris 19e Arrondissement";"ARM"
"GEO";"Géographie";"75106";"Paris 6e Arrondissement";"ARM"
"GEO";"Géographie";"BAL";"Bâle - Saint-Louis (partie française)";"AAV2020"
"GEO";"Géographie";"13213";"Marseille 13e Arrondissement";"ARM"
"GEO";"Géographie";"032";"Moulins";"ARR"
"GEO";"Géographie";"083";"Sedan";"ARR"
"GEO";"Géographie";"75120";"Paris 20e Arrondissement";"ARM"
"GEO";"Géographie";"75107";"Paris 7e Arrondissement";"ARM"
"GEO";"Géographie";"084";"Vouziers";"ARR"
"GEO";"Géographie";"13214";"Marseille 14e Arrondissement";"ARM"
"GEO";"Géographie";"CHA";"Charleroi (partie française)";"AAV2020"
"GEO";"Géographie";"011";"Belley";"ARR"
"GEO";"Géographie";"033";"Vichy";"ARR"
"GEO";"Géographie";"091";"Foix";"ARR"
"GEO";"Géographie";"75108";"Paris 8e Arrondissement";"ARM"
"GEO";"Géographie";"012";"Bourg-en-Bresse";"ARR"
"GEO";"Géographie";"GEN";"Genève - Annemasse (partie française)";"AAV2020"
"GEO";"Géographie";"092";"Pamiers";"ARR"
"GEO";"Géographie";"013";"Gex";"ARR"
"GEO";"Géographie";"041";"Barcelonnette";"ARR"
"GEO";"Géographie";"014";"Nantua";"ARR"
"GEO";"Géographie";"093";"Saint-Girons";"ARR"
"GEO";"Géographie";"021";"Château-Thierry";"ARR"
"GEO";"Géographie";"042";"Castellane";"ARR"
"GEO";"Géographie";"101";"Bar-sur-Aube";"ARR"
"GEO";"Géographie";"141";"Bayeux";"ARR"
"GEO";"Géographie";"142";"Caen";"ARR"
"GEO";"Géographie";"022";"Laon";"ARR"
"GEO";"Géographie";"102";"Nogent-sur-Seine";"ARR"
"GEO";"Géographie";"043";"Digne-les-Bains";"ARR"
"GEO";"Géographie";"143";"Lisieux";"ARR"
"GEO";"Géographie";"103";"Troyes";"ARR"
"GEO";"Géographie";"144";"Vire";"ARR"
"GEO";"Géographie";"044";"Forcalquier";"ARR"
"GEO";"Géographie";"151";"Aurillac";"ARR"
"GEO";"Géographie";"111";"Carcassonne";"ARR"
"GEO";"Géographie";"051";"Briançon";"ARR"
"GEO";"Géographie";"152";"Mauriac";"ARR"
"GEO";"Géographie";"192";"Tulle";"ARR"
"GEO";"Géographie";"112";"Limoux";"ARR"
"GEO";"Géographie";"153";"Saint-Flour";"ARR"
"GEO";"Géographie";"052";"Gap";"ARR"
"GEO";"Géographie";"113";"Narbonne";"ARR"
"GEO";"Géographie";"193";"Ussel";"ARR"
"GEO";"Géographie";"161";"Angoulême";"ARR"
"GEO";"Géographie";"121";"Millau";"ARR"
"GEO";"Géographie";"061";"Grasse";"ARR"
"GEO";"Géographie";"162";"Cognac";"ARR"
"GEO";"Géographie";"211";"Beaune";"ARR"
"GEO";"Géographie";"122";"Rodez";"ARR"
"GEO";"Géographie";"163";"Confolens";"ARR"
"GEO";"Géographie";"062";"Nice";"ARR"
"GEO";"Géographie";"123";"Villefranche-de-Rouergue";"ARR"
"GEO";"Géographie";"212";"Dijon";"ARR"
"GEO";"Géographie";"171";"Jonzac";"ARR"
"GEO";"Géographie";"261";"Die";"ARR"
"GEO";"Géographie";"131";"Aix-en-Provence";"ARR"
"GEO";"Géographie";"262";"Nyons";"ARR"
"GEO";"Géographie";"172";"Rochefort";"ARR"
"GEO";"Géographie";"071";"Largentière";"ARR"
"GEO";"Géographie";"213";"Montbard";"ARR"
"GEO";"Géographie";"132";"Arles";"ARR"
"GEO";"Géographie";"173";"La Rochelle";"ARR"
"GEO";"Géographie";"263";"Valence";"ARR"
"GEO";"Géographie";"133";"Marseille";"ARR"
"GEO";"Géographie";"072";"Privas";"ARR"
"GEO";"Géographie";"174";"Saintes";"ARR"
"GEO";"Géographie";"271";"Les Andelys";"ARR"
"GEO";"Géographie";"134";"Istres";"ARR"
"GEO";"Géographie";"175";"Saint-Jean-d'Angély";"ARR"
"GEO";"Géographie";"181";"Bourges";"ARR"
"GEO";"Géographie";"182";"Saint-Amand-Montrond";"ARR"
"GEO";"Géographie";"183";"Vierzon";"ARR"
"GEO";"Géographie";"191";"Brive-la-Gaillarde";"ARR"
"GEO";"Géographie";"221";"Dinan";"ARR"
"GEO";"Géographie";"073";"Tournon-sur-Rhône";"ARR"
"GEO";"Géographie";"272";"Bernay";"ARR"
